sentence,word,pos
219, छ,VBX
219, ।,YF
220,त्यो,DUM
220, व्यवस्था,NN
220,ले,PLE
220, ताइपेय,NNP
220,का,PKO
220, बढ्दो,VBO
220, सङ्ख्या,NN
220,का,PKO
220, स-साना,JJM
220, भिडियो-देखाउने,VBNE
220, दोकान,NN
220,हरू,HRU
220,लाई,PLAI
220, चलचित्र,NN
220, निर्माता,NN
220,हरू,HRU
220,लाई,PLAI
220, तिनी,PP
220,हरू,HRU
220,को,PKO
220, फिल्म,NN
220, देखाए,VBO
220,बापत,POP
220, शुल्क,NN
220, तिर्न,VBI
220, बाध्य,JJ
220, बनाउन,VBI
220, सक्‍नेछ,VBF
220, ।,YF
221,साउदी,NNP
221, अरेबिया,NNP
221,ले,PLE
221, आफ्नो,PPR
221, पक्ष,NN
221,बाट,POP
221, अन्तरर्राष्ट्रिय,JJ
221, मानक,NN
221,सँग,POP
221, मेल,NN
221, खाने,VBI
221, प्रतिलिपि,NN
221, अधिकार,NN
221, कानुन,NN
221, बनाउने,VBI
221, र,CC
221, कम्प्युटर,NN
221, सफ्टवेयर,NN
221,का,PKO
221, साथ,POP
221,साथै,POP
221, साहित्यिक,JJ
221, सृजना,NN
221,मा,POP
221, पनि,RP
221, कानुन,NN
221, लागू,NN
221, गर्ने,VBNE
221, प्रतिज्ञा,NN
221, गरेको,VBKO
221, छ,VBX
221," ,",YM
221, श्रीमती,NN
221, हिल्स,NNP
221,ले,PLE
221, बताउनुभयो,VBX
221, ।,YF
222,तापनि,CS
222, यी,DUM
222, तीन,CD
222, देश,NN
222,हरू,HRU
222, पूर्ण,JJ
222, रूप,NN
222,मा,POP
222, अङ्कुस,NN
222,बाट,POP
222, मुक्त,JJ
222, भने,VBO
222, छैनन्,VBX
222, ।,YF
223,तिनी,PP
223,हरू,HRU
223, अन्य,DUM
223, १७,CD
223, देश,NN
223,हरू,HRU
223, समेत,POP
223, रहेको,VBKO
223, निम्न-प्राथमिकता,NN
223, सूची,NN
223,मा,POP
223, रहनेछन्,VBF
223, ।,YF
224,जापान,NNP
224," ,",YM
224, इटाली,NNP
224," ,",YM
224, क्यानडा,NNP
224," ,",YM
224, ग्रिस,NNP
224, र,CC
224, स्पेन,NNP
224,समेत,POP
224, यी,DUM
224, देश,NN
224,हरू,HRU
224, अमेरिका,NNP
224,लाई,PLAI
224, अझै,RBO
224, केही,DUM
224, चिन्ता,NN
224,का,PKO
224, विषय,NN
224, हुन्,VBF
224, तर,CC
224, यी,DUM
224, देश,NN
224,हरू,HRU
224,लाई,PLAI
224, अमेरिकी,JJ
224, एकस्वाधिकार,NN
224, तथा,CC
224, प्रतिलिपि,NN
224, अधिकार,NN
224, स्वामी,NN
224,हरू,HRU
224,का,PKO
224, लागि,POP
224, ``,YQ
224, प्राथमिकता,NN
224, ‘‘,YQ
224, सूची,NN
224,मा,POP
224, रहेका,VBKO
224, ती,DUM
224, देश,NN
224,हरू,HRU
224,भन्दा,VBO
224, कम-गम्भिर,JJ
224, समस्या,NN
224, खडा,JJ
224, गर्ने,VBNE
224, ठानिएका,VBKO
224, छन्,VBX
224,।,YF
225,बौद्धिक-सम्पत्ति,NN
225, विषय,NN
225,मा,POP
225, विशेषज्ञता,NN
225, हासिल,JJ
225, गरेका,VBKO
225, वासिङ्गटन,NNP
225,का,PKO
225, कानुन,NN
225, व्यवसायी,NN
225, ग्रे,NNP
225, होफम्यान,NNP
225,ले,PLE
225, बौद्धिक-सम्पत्ति,NN
225,को,PKO
225, रक्षा,NN
225, गर्नु,VBI
225, देश,NN
225,को,PKO
225, आफ्नै,PPR
225, स्वार्थ,NN
225,मा,POP
225, छ,VBX
225, भन्ने,VBNE
225, बढ्दो,VBO
225, मान्यता,NN
225,सँग,POP
225, जोडेर,VBO
225, अमेरिका,NNP
225,को,PKO
225, प्रतिसोध,NN
225,को,PKO
225, धम्की,NN
225,ले,PLE
225, दक्षिण,JJ
225, कोरिया,NNP
225," ,",YM
225, ताइवान,NNP
225, र,CC
225, साउदी,NN
225, अरब,NN
225,ले,PLE
225, गरेका,VBKO
225, सुधार,NN
225,लाई,PLAI
225, प्रोत्साहन,NN
225, गरेको,VBKO
225, हो,VBX
225, भन्नुभयो,VBX
225, ।,YF
226,``,YQ
226, यस,DUM
226,ले,PLE
226, हामी,PP
226,लाई,PLAI
226, के,QW
226, बताउँछ,VBF
226, भने,VBO
226, अमेरिकी,JJ
226, व्यापार,NN
226, कानुन,NN
226,ले,PLE
226, काम,NN
226, गरिरहेको,VBKO
226, छ,VBX
226," ,",YM
226," """,YQ
226, उहाँ,PP
226,ले,PLE
226, भन्नुभयो,VBX
226, ।,YF
227,उहाँ,PP
227,ले,PLE
227, बताउनुभयो,VBX
227, मेक्सिको,NNP
227, नयाँ,JJ
227, एकस्वाधिकार,NN
227, कानुन,NN
227, बनाउन,VBI
227, यस,DUM
227,को,PKO
227, प्रयास,NN
227,को,PKO
227, कारण,NN
227,ले,PLE
227, प्राथमिकता,NN
227, सूची,NN
227,बाट,POP
227, हट्ने,VBNE
227, अन्य,DUM
227, देश,NN
227,हरू,HRU
227,मध्ये,POP
227, एउटा,CL
227, देश,NN
227, हुन,VBI
227, सक्‍छ,VBF
227, ।,YF
228,श्रीमती,NN
228, हिल्स,NNP
228,ले,PLE
228, बताउनुभयो,VBX
228, कि,CS
228, ``,YQ
228, टर्की,NNP
228,को,PKO
228, गडबडीपूर्ण,JJ
228, परिवर्तन,NN
228, र,CC
228, मलेसिया,NNP
228,को,PKO
228, जारी,NN
228, सुस्त,JJ
228, प्रगति,NN
228," """,YQ
228, बारे,POP
228, अमेरिका,NNP
228, अझै,RBO
228, चिन्तित,JJ
228, रहेको,VBKO
228, छ,VBX
228, ।,YF
228, ‘‘,YQ
229,अघिल्लो,JJM
229, अमेरिकी,JJ
229, व्यापार,NN
229, प्रतिवेदन,NN
229,ले,PLE
229, मलेसिया,NNP
229,मा,POP
229, भिडियो,NN
229, क्यासेट,NN
229, चोरी,NN
229, र,CC
229, टर्की,NNP
229,मा,POP
229, अमेरिकी,JJ
229, औषधी,NN
229,को,PKO
229, एकस्वाधिकार,NN
229,को,PKO
229, उपेक्षा,NN
229,को,PKO
229, गुनासो,NN
229, गरेको,VBKO
229, भए,VBO
229, तापनि,CS
229, उहाँ,PP
229,ले,PLE
229, विस्तृत,JJ
229, वर्णन,NN
229, गर्नुभएन,VBX
229, ।,YF
230,१९८८,CD
230, को,PKO
230, व्यापार,NN
230, ऐन,NN
230,ले,PLE
230, श्रीमती,NN
230, हिल्स,NNP
230,लाई,PLAI
230, अप्रिल,NNP
230, ३०,CD
230, सम्म,POP
230,मा,POP
230, यी,DUM
230, देश,NN
230,हरू,HRU
230,को,PKO
230, आचरण,NN
230,को,PKO
230, अर्को,DM
230, समीक्षा,NN
230, जारी,NN
230, गर्न,VBI
230, निर्देशन,NN
230, दिन्छ,VBF
230, ।,YF
231,अहिले,RBO
231,सम्म,POP
231, श्रीमती,NN
231, हिल्स,NNP
231,ले,PLE
231, ऐन,NN
231,को,PKO
231, कथित,JJ
231, विशेष,JJ
231, प्रावधान,NN
231, ३०१,CD
231, अन्तर्गत,POP
231, तीव्र,JJ
231, अनुसन्धान,NN
231,को,PKO
231, योग्य,JJ
231, हुने,VBNE
231, गरी,VBO
231, खराब,JJ
231, कुनै,DUM
231, विषयवस्तु,NN
231, देख्नुभएको,VBKO
231, छैन,VBX
231, ।,YF
232,अर्जेन्टिना,NNP
232,ले,PLE
232, ऋणदाता,NN
232, बैंक,NN
232,हरू,HRU
232,लाई,PLAI
232, आफ्नो,PPR
232, ६४,CD
232, बिलियन,CD
232, डलर,NNP
232,को,PKO
232, वैदेशिक,JJ
232, ऋण,NN
232, --,YM
232, विकासशील,JJ
232, विश्‍व,NN
232,मा,POP
232, तेस्रो-उच्‍च,JJD
232, --,YM
232, आधा,JJ
232, पारिदिन,VBI
232, अनुरोध,NN
232, गर्ने,VBNE
232, बतायो,VBF
232, ।,YF
233,अर्थमन्त्री,NN
233, नेस्टोर,NNP
233, रापानेली,NNP
233,को,PKO
233, घोषणा,NN
233,लाई,PLAI
233, अर्जेन्टिनी,JJ
233, अधिकारी,NN
233,को,PKO
233, यो,DUM
233, हैसियत,NN
233,बाट,POP
233, आह्वान,NN
233, गरिएको,VBKO
233, यस,DUM
233, प्रकार,NN
233,को,PKO
233, कार्य,NN
233, पहिलो,RBO
233, पटक,RBO
233, भएको,VBKO
233, विश्‍वास,NN
233, गरिएको,VBKO
233, छ,VBX
233, ।,YF
234,ल्याटिन,NNP
234, अमेरिकी,JJ
234, राष्ट्र,NN
234,ले,PLE
234, गत,JJ
234, वर्ष,NN
234,को,PKO
234, प्रारम्भ,NN
234,देखि,POP
234, आफ्नो,PPR
234, ऋण,NN
234,को,PKO
234, ज्यादै,JJ
234, कम,JJ
234, भुक्तानी,NN
234, गरेको,VBKO
234, छ,VBX
234, ।,YF
235,``,YQ
235, अर्जेन्टिना,NNP
235, यस,DUM
235,को,PKO
235, बाह्‍य,JJ
235, ऋण,NN
235,को,PKO
235, मूल्य,NN
235,मा,POP
235, ५०,CD
235, %,SYM
235, न्यूनीकरण,NN
235,मा,POP
235, पुग्न,VBI
235, चाहन्छ,VBF
235," ,",YM
235," """,YQ
235, श्री,NN
235, रापानेली,NNP
235,ले,PLE
235, आफ्ना,PPR
235, प्रवक्ता,NN
235, मिगुयेल,NNP
235, एलुराल्ड,NNP
235,मार्फत,POP
235, बताउनुभयो,VBX
235, ।,YF
236,श्री,NN
236, रापानेली,NNP
236,ले,PLE
236, अगस्ट,NNP
236,मा,POP
236, अमेरिकी,JJ
236, सहायक,NN
236, अर्थसचिव,NN
236, डेभिड,NNP
236, मल्फोर्ड,NNP
236,लाई,PLAI
236, भेट्नुभयो,VBX
236, ।,YF
237,अर्जेन्टिनी,JJ
237, वार्ताकार,NN
237, कार्लोस,NNP
237, कार्वालो,NNP
237, बैङ्‍क,NN
237,हरू,HRU
237,सँग,POP
237, वार्ता,NN
237, गर्न,VBI
237, यो,DUM
237, हप्ता,NN
237, वासिङ्टन,NNP
237, र,CC
237, न्युयोर्क,NNP
237,मा,POP
237, हुनुहुन्थ्यो,VBF
237, ।,YF
238,श्री,NN
238, रापानेली,NNP
238,ले,PLE
238, जुलाई,NNP
238, ८,CD
238, मा,POP
238, कार्यभार,NN
238, सम्हालेका,VBKO
238, राष्ट्रपति,NN
238, कार्लोस,NNP
238, मेनेम,NNP
238,को,PKO
238, सरकार,NN
238,ले,PLE
238, साँवा,NN
238, र,CC
238, व्याज,NN
238,मा,POP
238, उल्लेखनीय,JJ
238, कटौती,NN
238, ऋण,NN
238, समस्या,NN
238, समाधान,NN
238, गर्न,VBI
238, सक्ने,VBNE
238, एउटा,CL
238, मात्र,RP
238, उपाय,NN
238, भएको,VBKO
238, अनुभव,NN
238, गरेको,VBKO
238, बताउनुभयो,VBX
238, ।,YF
239,तर,CC
239, पहिले,RBO
239, उहाँ,PP
239,ले,PLE
239, देश,NN
239,ले,PLE
239, आधा,JJ
239, ऋण,NN
239, मिनाहा,JJ
239, गरियोस्,VBF
239, भन्ने,VBNE
239, चाहन्छ,VBF
239, भनेर,VBO
239, बताउनुभएन,VBX
239, ।,YF
240,आफ्नो,PPR
240, शतवार्षिकी,NN
240,मा,POP
240, वाल,NNP
240, स्ट्रिट,NNP
240, जर्नल,NN
240,ले,PLE
240, अमेरिकी,JJ
240, व्यापार,NN
240, इतिहास,NN
240,को,PKO
240, कोसेढुङ्‍गा,NN
240,को,PKO
240, रूप,NN
240,मा,POP
240, रहेका,VBKO
240, गत,JJ
240, शताब्दि,NN
240,का,PKO
240, घटना,NN
240,हरू,HRU
240,को,PKO
240, जानकारी,NN
240, दिनेछ,VBF
240, ।,YF
241,व्यक्तिगत,JJ
241, कम्प्युटिङ,NN
241,को,PKO
241, मुहार,NN
241, परिवर्तन,NN
241, गर्ने,VBNE
241, तीन,CD
241, कम्प्युटर,NN
241,हरू,HRU
241, १९७७,CD
241, मा,POP
241, प्रयोग,NN
241,मा,POP
241, ल्याइएको,VBKO
241, थियो,VBX
241, ।,YF
242,त्यसै,DUM
242, वर्ष,NN
242, एप्पल,NNP
242, दोस्रो,OD
242," ,",YM
242, कोमोडोर,NNP
242, पेट,NNP
242, र,CC
242, ट्यान्डी,NNP
242, टिआरएस-८०,NNP
242, बजार,NN
242,मा,POP
242, आए,VBF
242, ।,YF
243,कम्प्युटर,NN
243,हरू,HRU
243, आज,RBO
243,को,PKO
243, गुणस्तर,NN
243,को,PKO
243, दाँजो,NN
243,मा,POP
243, अपरिष्कृत,JJ
243, थिए,VBX
243, ।,YF
244,उदाहरण,NN
244,को,PKO
244, लागि,POP
244, एप्पल,NNP
244, दोस्रो,OD
244,का,PKO
244, मालिक,NN
244,हरू,HRU
244,ले,PLE
244, स्क्रिन,NN
244,को,PKO
244, रूप,NN
244,मा,POP
244, आफ्नो,PPR
244, टेलिभिजन,NN
244, सेट,NN
244,लाई,PLAI
244, प्रयोग,NN
244, गर्नुपर्थ्यो,VBF
244, र,CC
244, अडियोक्यासेट,NN
244,मा,POP
244, डेटा,NN
244, भण्डारण,NN
244, गर्दथे,VBF
244, ।,YF
245,तर,CC
245, एप्पल,NNP
245, दोस्रो,OD
245, स्टेफेन,NNP
245, वोज्नियाक,NNP
245, र,CC
245, स्टेभेन,NNP
245, जब्स,NNP
245,ले,PLE
245, होमब्र्यु,NNP
245, कम्प्युटर,NN
245, क्लव,NN
245, जस्ता,RBO
245, सौखिन,NN
245,हरू,HRU
245,का,PKO
245, लागि,POP
245, मोटर,NN
245, मरम्मत,NN
245, कारखाना,NN
245,मा,POP
245, निर्माण,NN
245, गरेका,VBKO
245, एप्पल,NNP
245, प्रथम,OD
245,बाट,POP
245, ठूलो,JJM
245, फड्को,NN
245, थियो,VBX
245, ।,YF
246,यस,DUM
246,को,PKO
246, अतिरिक्त,JJ
246, एप्पल,NNP
246, दोस्रो,OD
246, किन्न,VBI
246, सकिने,VBNE
246, १२९८,CD
246, डलर,NNP
246,को,PKO
246, थियो,VBX
246, ।,YF
247,तिनी,PP
247,हरू,HRU
247, अपरिष्कृत,JJ
247, भए,VBO
247, तापनि,CS
247, यी,DUM
247, प्रारम्भिक,JJ
247, पिसी,NN
247,हरू,HRU
247,ले,PLE
247, घर,NN
247, तथा,CC
247, कार्यालय,NN
247,को,PKO
247, लागि,POP
247, डेस्कटप,NN
247, मोडल,NN
247,मा,POP
247, तीव्र,JJ
247, उत्पादन,NN
247, विकास,NN
247,को,PKO
247, सुरुवात,NN
247, गरे,VBF
247, ।,YF
248,व्यापार,NN
248,का लागि,POP
248, ठूला,JJM
248, मेनफ्रेम,NN
248, कम्प्युटर,NN
248,हरू,HRU
248, वर्षौँ,NN
248,सम्म,POP
248, जताततै,RBO
248, थिए,VBX
248, ।,YF
249,तर,CC
249, पहिले,RBO
249,का,PKO
249, अल्टायर,NNP
249," ,",YM
249, सोल,NNP
249," ,",YM
249, र,CC
249, इम्साइ,NNP
249, जस्ता,JJM
249, टुक्राटुक्रा,NN
249, मिलेर,VBO
249, बनेका,VBKO
249, जस्ता,JJM
249,भन्दा,VBO
249, भिन्न,JJ
249, प्रकार,NN
249,का,PKO
249, १९७७,CD
249, का,PKO
249, नयाँ,JJ
249, पिसी,NN
249,हरू,HRU
249,को,PKO
249, किबोर्ड,NN
249, थियो,VBX
249, र,CC
249, आफ्नो,PPR
249, स्मृति,NN
249,मा,POP
249, दुई,CD
249, पृष्ठ,NN
249, जति,RBO
249, डेटा,NN
249, भण्डारण,NN
249, गर्न,VBI
249, सक्दथे,VBF
249, ।,YF
250,अहिले,RBO
250,का,PKO
250, पिसी,NN
250,हरू,HRU
250, १९७७,CD
250, का,PKO
250, प्रतिरूप,NN
250,भन्दा,VBO
250, ५०,CD
250, गुणा,NN
250,भन्दा,VBO
250, छिटा,JJM
250, छन्,VBX
250, र,CC
250, स्मृति,NN
250, क्षमता,NN
250, ५००,CD
250, गुणा,NN
250, बढी,JJ
250, छ,VBX
250, ।,YF
251,अगुवा,JJ
251, पिसी,NN
251,का,PKO
251, योगदानकर्ता,NN
251,हरू,HRU
251, धेरै,JJ
251, थिए,VBX
251, ।,YF
252,विलियम,NNP
252, गेट्स,NNP
252, र,CC
252, पाउल,NNP
252, एलेन,NNP
252,ले,PLE
252, पिसी,NN
252,का,PKO
252, लागि,POP
252, पहिलो,CD
252, भाषा-व्यवस्थापन,NN
252, प्रणाली,NN
252, विकास,NN
252, गरे,VBO
252, र,CC
252, छ,CD
252, वर्ष,NN
252,पछि,POP
252, १९८१,CD
252, मा,POP
252, आईबिएम,NNP
252,ले,PLE
252, यी,DUM
252, संस्करण,NN
252,हरू,HRU
252,मध्ये,POP
252,को,PKO
252, एउटा,CL
252,लाई,PLAI
252, अनुकुलन,NN
252, गरे,VBO
252,पछि,POP
252, गेट्स,NNP
252, औद्योगिक,JJ
252, अरबपति,JJ
252, बने,VBF
252, ।,YF
253,सिगेट,NNP
253, टेक्नोलोजी,NN
253,का,PKO
253, वर्तमान,NN
253, अध्यक्ष,NN
253, एलान,NNP
253, एफ.,FB
253, सुगार्ट,NNP
253,ले,PLE
253, पिसी,NN
253,का,PKO
253, लागि,POP
253, डिस्क,NN
253, ड्राइभ,NN
253, विकास,NN
253, गर्ने,VBNE
253, समूह,NN
253,को,PKO
253, अगुवाई,NN
253, गरे,VBF
253, ।,YF
254,दुई,CD
254, एटलान्टा,NNP
254, इन्जिनियर,NNP
254,हरू,HRU
254, डेनिस,NNP
254, हायेस,NNP
254, र,CC
254, डेल,NNP
254, हेदरिङ्टन,NNP
254, पिसी,NN
254,लाई,PLAI
254, टेलिफोन,NN
254,मार्फत,POP
254, डेटा,NN
254, ग्रहण,NN
254, गर्न,VBI
254, सहयोग,NN
254, गर्ने,VBNE
254, आन्तरिक,JJ
254, मोडेम,NN
254,को,PKO
254, सह-विकासकर्ता,NN
254, थिए,VBX
254, ।,YF
255,कम्प्युटर,NN
255,को,PKO
255, विश्‍व,NN
255, नायक,NN
255, आईबिएम,NNP
255,ले,PLE
255, अरू,DUM
255, धेरै,JJ
255, कम्पनी,NN
255,हरू,HRU
255, बजार,NN
255,मा,POP
255, प्रवेश,NN
255, गरेका,VBKO
255, भए,VBO
255, तापनि,CS
255, अगस्ट,NNP
255, १९८१,CD
255, सम्म,POP
255, आफ्नो,PPR
255, पहिलो,CD
255, पिसी,NN
255, बजार,NN
255,मा,POP
255, उपलब्ध,JJ
255, गराएन,VBF
255, ।,YF
256,आज,RBO
256, पिसी,NN
256,को,PKO
256, समुद्री,JJ
256, निर्यात,NN
256,ले,PLE
256, विश्‍व,NN
256,भर,POP
256, वार्षिक,JJ
256, लगभग,RBO
256, ३८.३,CD
256, बिलियन,CD
256, डलर,NNP
256, सङ्कलन,NN
256, गर्छ,VBF
256, ।,YF
257,एउटा,CL
257, अष्ट्रेलियन,NNP
257, औषधि,NN
257, कम्पनी,NN
257, एफ.एच.,FB
257, फउल्डिङ,NNP
257, एन्ड,CC
257, कम्पनी,NN
257,ले,PLE
257, यस,DUM
257,को,PKO
257, सम्बन्धन,NN
257, प्राप्त,JJ
257, मोलिक्युलन,NNP
257, इन्कर्पोरेटिड,NN
257,ले,PLE
257, कालिफर्मा,NNP
257, इन्कर्पोरेटिड,NN
257,लाई,PLAI
257, २३,CD
257, मिलियन,CD
257, डलर,NNP
257,मा,POP
257, अभिग्रहण,NN
257, गर्यो,VBF
257, ।,YF
258,कालीफर्मा,NNP
258, प्यवरप्याक,NNP
258, लेबल,NN
258,बाट,POP
258, उत्पादन,NN
258,हरू,HRU
258, बिक्री,NN
258, गर्ने,VBNE
258, न्युजर्सी,NNP
258,मा,POP
258, अवस्थित,JJ
258, औषधि,NN
258, कारखाना,NN
258, हो,VBX
258, ।,YF
259,फउल्डिङ,NNP
259,ले,PLE
259, मोलिक्युलन,NNP
259,को,PKO
259, मताधिकार,NN
259, स्टक,NN
259,को,PKO
259, ३३,CD
259, %,SYM
259, मा,POP
259, आफ्नो,PPR
259, स्वामित्व,NN
259, रहेको,VBKO
259, र,CC
259, थप,JJ
259, १९,CD
259, %,SYM
259, प्राप्त,JJ
259, गर्न,VBI
259, सम्झौता,NN
259, भएको,VBKO
259, बतायो,VBF
259, ।,YF
260,यस,DUM
260,को,PKO
260, परिवर्तनीय,JJ
260, अग्राधिकार,NN
260, स्टक,NN
260, होल्डिङ,NN
260,समेत,POP
260, गरेर,VBO
260, त्यो,DUM
260, सेयर,NN
260,ले,PLE
260, फउल्डिङ,NNP
260,लाई,PLAI
260, मोलिक्युलन,NNP
260,को,PKO
260, मताधिकार,NN
260, स्टक,NN
260,को,PKO
260, ७०,CD
260, %,SYM
260, मा,POP
260, आफ्नो,PPR
260, दाबी,NN
260, बढाउने,VBNE
260, अधिकार,NN
260, प्रदान,NN
260, गर्दछ,VBF
260, ।,YF
261,१९९०,CD
261, को,PKO
261, अन्त्य,RBO
261,भन्दा,VBO
261, अघि,RBO
261, सञ्चालन,NN
261,मा,POP
261, ल्याउने,VBNE
261, योजना,NN
261, बनाइएका,VBKO
261, पाँच,CD
261, साना,JJM
261, खानी,NN
261,हरू,HRU
261,मध्ये,POP
261,को,PKO
261, पहिलो,OD
261, ह्‍विटिङ,NNP
261, खानी,NN
261,को,PKO
261, सुरुआत,NN
261,सँगै,POP
261, अष्ट्रेलिया,NNP
261,को,PKO
261, बास,NNP
261, स्ट्रेट,NNP
261, खानी,NN
261,को,PKO
261, तेल,NN
261, उत्पादन,NN
261, दैनिक,JJ
261, ११०००,CD
261, ब्यारेल,NN
261, बढाउँदै,VBO
261, लगेर,VBO
261, करिब,RBO
261," ३२१,०००",CD
261, ब्यारेल,NN
261, पुर्‍याइनेछ,VBF
261, ।,YF
262,न्युयोर्क,NNP
262, स्थित,POP
262, एक्सोन,NNP
262, कर्पोरेसन,NN
262,को,PKO
262, शाखा,NN
262, एस्सो,NNP
262, अष्ट्रेलिया,NNP
262, लिमिटेड,NN
262, र,CC
262, ब्रोकन,NNP
262, हिल,NNP
262, प्रोप्रायटरी,NN
262,ले,PLE
262, संयुक्त,JJ
262, लगानी,NN
262,मा,POP
262, खानी,NN
262, सञ्‍चालन,NN
262, गर्छन्,VBF
262, ।,YF
263,एस्सो,NNP
263,ले,PLE
263, ह्विटिङ,NNP
263, खानी,NN
263,ले,PLE
263, मङ्गलबार,NNP
263,बाट,POP
263, उत्पादन,NN
263, सुरु,NN
263, गरेको,VBKO
263, बतायो,VBF
263, ।,YF
264,दैनिक,JJ
264, करिब,RBO
264," ११,०००",CD
264, ब्यारेल,NN
264, नपुग्दा,VBO
264,सम्म,POP
264, उत्पादन,NN
264,लाई,PLAI
264, क्रमिक,JJ
264, रूप,NN
264,ले,PLE
264, बढाउँदै,VBO
264, लगिनेछ,VBF
264, ।,YF
265,खानी,NN
265,मा,POP
265, २१,CD
265, मिलियन,CD
265, ब्यारेल,NN
265, सञ्‍चिति,NN
265, छ,VBX
265, ।,YF
266,पाँच,CD
266, नयाँ,JJ
266, खानी,NN
266,को,PKO
266, सञ्‍चिति,NN
266, जम्मा,JJ
266, ५०,CD
266, मिलियन,CD
266, ब्यारेल,NN
266, हुन्छ,VBF
266, ।,YF
267,पर्च,NNP
267, र,CC
267, डल्फिन,NNP
267, खानी,NN
267,हरू,HRU
267,ले,PLE
267, आगामी,JJ
267, वर्ष,NN
267,को,PKO
267, सुरु,NN
267,मा,POP
267, र,CC
267, सिहर्स,NNP
267, र,CC
267, टार्ह्वाइन,NNP
267, खानी,NN
267,हरू,HRU
267,ले,PLE
267, आगामी,JJ
267, वर्ष,NN
267,को,PKO
267, अन्त्य,RBO
267,तिर,POP
267, उत्पादन,NN
267, सुरु,NN
267, गर्ने,VBNE
267, अपेक्षा,NN
267, गरिएको,VBKO
267, छ,VBX
267, ।,YF
268,अष्ट्रेलियाली,JJ
268, सरकार,NN
268,ले,PLE
268, १९८७,CD
268, मा,POP
268, नयाँ,JJ
268, खानी,NN
268,बाट,POP
268, उत्पादन,NN
268, गरिने,VBNE
268, पहिलो,OD
268, ३०,CD
268, मिलियन,CD
268, ब्यारेल,NN
268,मा,POP
268, अन्तःशुल्क,NN
268, कर,NN
268, मिनाहा,JJ
268, गर्ने,VBNE
268, निर्णय,NN
268, गरे,VBO
268,पछि,POP
268, यी,DUM
268, खानी,NN
268,हरू,HRU
268, निर्माण,NN
268, गरिएको,VBKO
268, एस्सो,NNP
268,ले,PLE
268, बतायो,VBF
268, ।,YF
269,आर.,FB
269, पी.,FB
269, सेरर,NNP
269, कर्पोरेसन,NN
269,ले,PLE
269, युनिट,NN
269, अध्यक्ष,NN
269, थोमस,NNP
269, आर.,FB
269, स्लोआन,NNP
269, र,CC
269, अरू,DUM
269, प्रबन्धक,NN
269,हरू,HRU
269,ले,PLE
269, नेतृत्व,NN
269, गरेको,VBKO
269, समूह,NN
269,लाई,PLAI
269, यस,DUM
269,को,PKO
269, साउदर्न,NNP
269, अप्टिकल,NNP
269, शाखा,NN
269,को,PKO
269, १०.२,CD
269, मिलियन,CD
269, डलर,NNP
269, सौदा,NN
269, पूरा,JJ
269, गरेको,VBKO
269, बतायो,VBF
269, ।,YF
270,सेरसन,NNP
270, लेहम्यान,NNP
270, हटन,NNP
270,ले,PLE
270, नेतृत्व,NN
270, गरेको,VBKO
270, खरिददार,NN
270, समूह,NN
270,ले,PLE
270, यस,DUM
270, वर्ष,NN
270,को,PKO
270, सुरु,NN
270,मा,POP
270, आर.,FB
270, पी.,FB
270, सेरर,NNP
270,लाई,PLAI
270, अभिग्रहण,NN
270, गरे,VBO
270,पछि,POP
270, जिलेटिन,NN
270, क्याप्सुल,NN
270,का,PKO
270, यी,DUM
270, निर्माता,NN
270,ले,PLE
270, यस,DUM
270,लाई,PLAI
270, यस,DUM
270,का,PKO
270, क्याप्सुल,NN
270, निर्माण,NN
270, गर्ने,VBNE
270,भन्दा,VBO
270, बाहेक,POP
270,का,PKO
270, निश्चित,JJ
270, कारोबार,NN
270,हरू,HRU
270,बाट,POP
270, अलग,RBO
270, गर्ने,VBNE
270, निर्णय,NN
270, गरे,VBF
270, ।,YF
271,साउदर्न,NNP
271, अप्टिकल,NNP
271,को,PKO
271, बिक्री,NN
271, कार्यक्रम,NN
271,को,PKO
271, एउटा,CL
271, भाग,NN
271, हो,VBX
271, ।,YF
272,राष्ट्रपती,NN
272, बुस,NNP
272,ले,PLE
272, संयुक्त,JJ
272, राज्य,NN
272, अमेरिका,NNP
272," ,",YM
272, भर्जिन,NNP
272, द्विप,NN
272, र,CC
272, अन्य,DUM
272, संयुक्त,JJ
272, राज्य,NN
272, अमेरिका,NNP
272, अधिनस्थ,JJ
272, क्षेत्र,NN
272,मा,POP
272, ``,YQ
272, उल्लेखनीय,JJ
272, परिमाण,NN
272,मा,POP
272," """,YQ
272, उत्पादन,NN
272, नहुने,VBNE
272, निश्‍चित,JJ
272, प्रकार,NN
272,का,PKO
272, घडी,NN
272,हरू,HRU
272,को,PKO
272, आयात,NN
272,का,PKO
272, लागि,POP
272, नि:शुल्क,NN
272, भन्सार,NN
272, व्यवहार,NN
272,लाई,PLAI
272, स्वीकृत,JJ
272, गर्नुभएको,VBKO
272, ह्वाइट,NNP
272, हाउस,NNP
272,ले,PLE
272, बतायो,VBF
272, ।,YF
273,यो,DUM
273, निर्णय,NN
273, विकासशील,JJ
273, राष्ट्र,NN
273,हरू,HRU
273,बाट,POP
273, आयात,NN
273,का,PKO
273, लागि,POP
273, अमेरिकी,JJ
273, प्राथमिकताक्रम,NN
273,को,PKO
273, सामान्य,JJ
273, प्रणाली,NN
273,मा,POP
273, परिवर्तन,NN
273,को,PKO
273, लागि,POP
